review_id,formation_id,formation_label,slot,rank,rohm_player_id,rohm_player_name,rohm_category,current_player_id,current_player_name,current_person_id,candidate_ids
r236,93,ビアンコネーロ 1995-96,6,52,1847,ヒューズ,PS,1111,ヒューズ,453,453 774 1111 1452 847
r237,93,ビアンコネーロ 1995-96,10,3,2374,ボルト,PS,1729,ボルト,646,646 1216 1729
r238,93,ビアンコネーロ 1995-96,10,10,1924,ボルト,PS,1729,ボルト,646,646 1216 1729
r239,101,オランダ 1988,9,7,1847,ヒューズ,PS,1111,ヒューズ,453,453 774 1111 1452 847
r240,101,オランダ 1988,9,49,1239,ヒューズ,PS,1111,ヒューズ,453,453 774 1111 1452 847
r241,103,バイエルン 2019-20,7,22,3064,ビジャベルデ,PS,2319,ビジャベルデ,2319,2869 2319 2686
r242,103,バイエルン 2019-20,7,49,3166,ビジャベルデ,PS,2319,ビジャベルデ,2319,2869 2319 2686
r243,104,オランダ 1974,7,64,1239,ヒューズ,PS,1111,ヒューズ,453,453 774 1111 1452 847
r244,104,オランダ 1974,7,65,1847,ヒューズ,PS,1111,ヒューズ,453,453 774 1111 1452 847
r245,105,西ドイツ 1974,10,21,1587,G・フェラー,PS,2336,G・フェラー,1465,1465 2336
r246,105,西ドイツ 1974,10,29,2390,G・フェラー,PS,2336,G・フェラー,1465,1465 2336
r247,105,西ドイツ 1974,11,22,2188,エルコラーニ,PS,1662,エルコラーニ,1415,1416 1415 1437 1662 1764
r248,105,西ドイツ 1974,11,24,1101,エルコラーニ,PS,1662,エルコラーニ,1415,1416 1415 1437 1662 1764
r249,109,マドリード 2021-22,2,4,3913,オリバレス,PS,3137,オリバレス,934,1594 934 1896 2564 3137
r250,109,マドリード 2021-22,2,11,4040,オリバレス,PS,3137,オリバレス,934,1594 934 1896 2564 3137
r251,113,日本 2022,11,10,1140,ボッシ,PS,1179,ボッシ,1179,1179
r252,113,日本 2022,11,85,2398,ボッシ,PS,1179,ボッシ,1179,1179
